iteration	 training_error	 testing_error
341	 0.11922384476895379	 0.1248249649929986
342	 0.11922384476895379	 0.1248249649929986
343	 0.11922384476895379	 0.1248249649929986
344	 0.11922384476895379	 0.1248249649929986
345	 0.11922384476895379	 0.1248249649929986
346	 0.11922384476895379	 0.1248249649929986
347	 0.11922384476895379	 0.1248249649929986
348	 0.11922384476895379	 0.1248249649929986
349	 0.11922384476895379	 0.1248249649929986
350	 0.11922384476895379	 0.1248249649929986
351	 0.11922384476895379	 0.1248249649929986
352	 0.11922384476895379	 0.1248249649929986
353	 0.11922384476895379	 0.1248249649929986
354	 0.11922384476895379	 0.1248249649929986
355	 0.11922384476895379	 0.1248249649929986
356	 0.11922384476895379	 0.1248249649929986
357	 0.11922384476895379	 0.1248249649929986
358	 0.11922384476895379	 0.1248249649929986
359	 0.11922384476895379	 0.1248249649929986
360	 0.11922384476895379	 0.1248249649929986
361	 0.11922384476895379	 0.1248249649929986
362	 0.11922384476895379	 0.1248249649929986
363	 0.11922384476895379	 0.1248249649929986
364	 0.11922384476895379	 0.1248249649929986
365	 0.11922384476895379	 0.1248249649929986
366	 0.11922384476895379	 0.1248249649929986
367	 0.11922384476895379	 0.1248249649929986
