iteration	 training_error	 testing_error
0	 1.0	 1.0
1	 0.11922384476895379	 0.1248249649929986
2	 0.11922384476895379	 0.1248249649929986
3	 0.11922384476895379	 0.1248249649929986
4	 0.11922384476895379	 0.1248249649929986
5	 0.11922384476895379	 0.1248249649929986
6	 0.11922384476895379	 0.1248249649929986
7	 0.11922384476895379	 0.1248249649929986
8	 0.11922384476895379	 0.1248249649929986
9	 0.11922384476895379	 0.1248249649929986
10	 0.11922384476895379	 0.1248249649929986
11	 0.11922384476895379	 0.1248249649929986
12	 0.11922384476895379	 0.1248249649929986
13	 0.11922384476895379	 0.1248249649929986
14	 0.11922384476895379	 0.1248249649929986
15	 0.11922384476895379	 0.1248249649929986
16	 0.11922384476895379	 0.1248249649929986
17	 0.11922384476895379	 0.1248249649929986
18	 0.11922384476895379	 0.1248249649929986
19	 0.11922384476895379	 0.1248249649929986
20	 0.11922384476895379	 0.1248249649929986
21	 0.11922384476895379	 0.1248249649929986
22	 0.11922384476895379	 0.1248249649929986
23	 0.11922384476895379	 0.1248249649929986
24	 0.11922384476895379	 0.1248249649929986
25	 0.11922384476895379	 0.1248249649929986
26	 0.11922384476895379	 0.1248249649929986
27	 0.11922384476895379	 0.1248249649929986
28	 0.11922384476895379	 0.1248249649929986
29	 0.11922384476895379	 0.1248249649929986
30	 0.11922384476895379	 0.1248249649929986
31	 0.11922384476895379	 0.1248249649929986
32	 0.11922384476895379	 0.1248249649929986
33	 0.11922384476895379	 0.1248249649929986
34	 0.11922384476895379	 0.1248249649929986
35	 0.11922384476895379	 0.1248249649929986
36	 0.11922384476895379	 0.1248249649929986
37	 0.11922384476895379	 0.1248249649929986
38	 0.11922384476895379	 0.1248249649929986
39	 0.11922384476895379	 0.1248249649929986
40	 0.11922384476895379	 0.1248249649929986
41	 0.11922384476895379	 0.1248249649929986
42	 0.11922384476895379	 0.1248249649929986
43	 0.11922384476895379	 0.1248249649929986
44	 0.11922384476895379	 0.1248249649929986
45	 0.11922384476895379	 0.1248249649929986
46	 0.11922384476895379	 0.1248249649929986
47	 0.11922384476895379	 0.1248249649929986
48	 0.11922384476895379	 0.1248249649929986
49	 0.11922384476895379	 0.1248249649929986
50	 0.11922384476895379	 0.1248249649929986
51	 0.11922384476895379	 0.1248249649929986
52	 0.11922384476895379	 0.1248249649929986
53	 0.11922384476895379	 0.1248249649929986
54	 0.11922384476895379	 0.1248249649929986
55	 0.11922384476895379	 0.1248249649929986
56	 0.11922384476895379	 0.1248249649929986
57	 0.11922384476895379	 0.1248249649929986
58	 0.11922384476895379	 0.1248249649929986
59	 0.11922384476895379	 0.1248249649929986
60	 0.11922384476895379	 0.1248249649929986
61	 0.11922384476895379	 0.1248249649929986
62	 0.11922384476895379	 0.1248249649929986
63	 0.11922384476895379	 0.1248249649929986
64	 0.11922384476895379	 0.1248249649929986
65	 0.11922384476895379	 0.1248249649929986
66	 0.11922384476895379	 0.1248249649929986
67	 0.11922384476895379	 0.1248249649929986
68	 0.11922384476895379	 0.1248249649929986
69	 0.11922384476895379	 0.1248249649929986
70	 0.11922384476895379	 0.1248249649929986
71	 0.11922384476895379	 0.1248249649929986
72	 0.11922384476895379	 0.1248249649929986
73	 0.11922384476895379	 0.1248249649929986
74	 0.11922384476895379	 0.1248249649929986
75	 0.11922384476895379	 0.1248249649929986
76	 0.11922384476895379	 0.1248249649929986
77	 0.11922384476895379	 0.1248249649929986
78	 0.11922384476895379	 0.1248249649929986
79	 0.11922384476895379	 0.1248249649929986
80	 0.11922384476895379	 0.1248249649929986
81	 0.11922384476895379	 0.1248249649929986
82	 0.11922384476895379	 0.1248249649929986
83	 0.11922384476895379	 0.1248249649929986
84	 0.11922384476895379	 0.1248249649929986
85	 0.11922384476895379	 0.1248249649929986
86	 0.11922384476895379	 0.1248249649929986
87	 0.11922384476895379	 0.1248249649929986
88	 0.11922384476895379	 0.1248249649929986
89	 0.11922384476895379	 0.1248249649929986
90	 0.11922384476895379	 0.1248249649929986
91	 0.11922384476895379	 0.1248249649929986
92	 0.11922384476895379	 0.1248249649929986
93	 0.11922384476895379	 0.1248249649929986
94	 0.11922384476895379	 0.1248249649929986
95	 0.11922384476895379	 0.1248249649929986
96	 0.11922384476895379	 0.1248249649929986
97	 0.11922384476895379	 0.1248249649929986
98	 0.11922384476895379	 0.1248249649929986
99	 0.11922384476895379	 0.1248249649929986
100	 0.11922384476895379	 0.1248249649929986
101	 0.11922384476895379	 0.1248249649929986
102	 0.11922384476895379	 0.1248249649929986
103	 0.11922384476895379	 0.1248249649929986
104	 0.11922384476895379	 0.1248249649929986
105	 0.11922384476895379	 0.1248249649929986
106	 0.11922384476895379	 0.1248249649929986
107	 0.11922384476895379	 0.1248249649929986
108	 0.11922384476895379	 0.1248249649929986
109	 0.11922384476895379	 0.1248249649929986
110	 0.11922384476895379	 0.1248249649929986
111	 0.11922384476895379	 0.1248249649929986
112	 0.11922384476895379	 0.1248249649929986
113	 0.11922384476895379	 0.1248249649929986
114	 0.11922384476895379	 0.1248249649929986
115	 0.11922384476895379	 0.1248249649929986
116	 0.11922384476895379	 0.1248249649929986
117	 0.11922384476895379	 0.1248249649929986
118	 0.11922384476895379	 0.1248249649929986
119	 0.11922384476895379	 0.1248249649929986
120	 0.11922384476895379	 0.1248249649929986
121	 0.11922384476895379	 0.1248249649929986
122	 0.11922384476895379	 0.1248249649929986
123	 0.11922384476895379	 0.1248249649929986
124	 0.11922384476895379	 0.1248249649929986
125	 0.11922384476895379	 0.1248249649929986
126	 0.11922384476895379	 0.1248249649929986
127	 0.11922384476895379	 0.1248249649929986
128	 0.11922384476895379	 0.1248249649929986
129	 0.11922384476895379	 0.1248249649929986
130	 0.11922384476895379	 0.1248249649929986
131	 0.11922384476895379	 0.1248249649929986
132	 0.11922384476895379	 0.1248249649929986
133	 0.11922384476895379	 0.1248249649929986
134	 0.11922384476895379	 0.1248249649929986
135	 0.11922384476895379	 0.1248249649929986
136	 0.11922384476895379	 0.1248249649929986
137	 0.11922384476895379	 0.1248249649929986
138	 0.11922384476895379	 0.1248249649929986
139	 0.11922384476895379	 0.1248249649929986
140	 0.11922384476895379	 0.1248249649929986
141	 0.11922384476895379	 0.1248249649929986
142	 0.11922384476895379	 0.1248249649929986
143	 0.11922384476895379	 0.1248249649929986
144	 0.11922384476895379	 0.1248249649929986
145	 0.11922384476895379	 0.1248249649929986
146	 0.11922384476895379	 0.1248249649929986
147	 0.11922384476895379	 0.1248249649929986
148	 0.11922384476895379	 0.1248249649929986
149	 0.11922384476895379	 0.1248249649929986
150	 0.11922384476895379	 0.1248249649929986
151	 0.11922384476895379	 0.1248249649929986
152	 0.11922384476895379	 0.1248249649929986
153	 0.11922384476895379	 0.1248249649929986
154	 0.11922384476895379	 0.1248249649929986
155	 0.11922384476895379	 0.1248249649929986
156	 0.11922384476895379	 0.1248249649929986
157	 0.11922384476895379	 0.1248249649929986
158	 0.11922384476895379	 0.1248249649929986
159	 0.11922384476895379	 0.1248249649929986
160	 0.11922384476895379	 0.1248249649929986
161	 0.11922384476895379	 0.1248249649929986
162	 0.11922384476895379	 0.1248249649929986
163	 0.11922384476895379	 0.1248249649929986
164	 0.11922384476895379	 0.1248249649929986
165	 0.11922384476895379	 0.1248249649929986
166	 0.11922384476895379	 0.1248249649929986
167	 0.11922384476895379	 0.1248249649929986
168	 0.11922384476895379	 0.1248249649929986
169	 0.11922384476895379	 0.1248249649929986
170	 0.11922384476895379	 0.1248249649929986
171	 0.11922384476895379	 0.1248249649929986
172	 0.11922384476895379	 0.1248249649929986
173	 0.11922384476895379	 0.1248249649929986
174	 0.11922384476895379	 0.1248249649929986
175	 0.11922384476895379	 0.1248249649929986
176	 0.11922384476895379	 0.1248249649929986
177	 0.11922384476895379	 0.1248249649929986
178	 0.11922384476895379	 0.1248249649929986
179	 0.11922384476895379	 0.1248249649929986
180	 0.11922384476895379	 0.1248249649929986
181	 0.11922384476895379	 0.1248249649929986
182	 0.11922384476895379	 0.1248249649929986
183	 0.11922384476895379	 0.1248249649929986
184	 0.11922384476895379	 0.1248249649929986
185	 0.11922384476895379	 0.1248249649929986
186	 0.11922384476895379	 0.1248249649929986
187	 0.11922384476895379	 0.1248249649929986
188	 0.11922384476895379	 0.1248249649929986
189	 0.11922384476895379	 0.1248249649929986
190	 0.11922384476895379	 0.1248249649929986
191	 0.11922384476895379	 0.1248249649929986
192	 0.11922384476895379	 0.1248249649929986
193	 0.11922384476895379	 0.1248249649929986
194	 0.11922384476895379	 0.1248249649929986
195	 0.11922384476895379	 0.1248249649929986
196	 0.11922384476895379	 0.1248249649929986
197	 0.11922384476895379	 0.1248249649929986
198	 0.11922384476895379	 0.1248249649929986
199	 0.11922384476895379	 0.1248249649929986
200	 0.11922384476895379	 0.1248249649929986
201	 0.11922384476895379	 0.1248249649929986
202	 0.11922384476895379	 0.1248249649929986
203	 0.11922384476895379	 0.1248249649929986
204	 0.11922384476895379	 0.1248249649929986
205	 0.11922384476895379	 0.1248249649929986
206	 0.11922384476895379	 0.1248249649929986
207	 0.11922384476895379	 0.1248249649929986
208	 0.11922384476895379	 0.1248249649929986
209	 0.11922384476895379	 0.1248249649929986
210	 0.11922384476895379	 0.1248249649929986
211	 0.11922384476895379	 0.1248249649929986
212	 0.11922384476895379	 0.1248249649929986
213	 0.11922384476895379	 0.1248249649929986
214	 0.11922384476895379	 0.1248249649929986
215	 0.11922384476895379	 0.1248249649929986
216	 0.11922384476895379	 0.1248249649929986
217	 0.11922384476895379	 0.1248249649929986
218	 0.11922384476895379	 0.1248249649929986
219	 0.11922384476895379	 0.1248249649929986
220	 0.11922384476895379	 0.1248249649929986
221	 0.11922384476895379	 0.1248249649929986
222	 0.11922384476895379	 0.1248249649929986
223	 0.11922384476895379	 0.1248249649929986
224	 0.11922384476895379	 0.1248249649929986
225	 0.11922384476895379	 0.1248249649929986
226	 0.11922384476895379	 0.1248249649929986
227	 0.11922384476895379	 0.1248249649929986
228	 0.11922384476895379	 0.1248249649929986
229	 0.11922384476895379	 0.1248249649929986
230	 0.11922384476895379	 0.1248249649929986
231	 0.11922384476895379	 0.1248249649929986
232	 0.11922384476895379	 0.1248249649929986
233	 0.11922384476895379	 0.1248249649929986
234	 0.11922384476895379	 0.1248249649929986
235	 0.11922384476895379	 0.1248249649929986
236	 0.11922384476895379	 0.1248249649929986
237	 0.11922384476895379	 0.1248249649929986
238	 0.11922384476895379	 0.1248249649929986
239	 0.11922384476895379	 0.1248249649929986
240	 0.11922384476895379	 0.1248249649929986
241	 0.11922384476895379	 0.1248249649929986
242	 0.11922384476895379	 0.1248249649929986
243	 0.11922384476895379	 0.1248249649929986
244	 0.11922384476895379	 0.1248249649929986
245	 0.11922384476895379	 0.1248249649929986
246	 0.11922384476895379	 0.1248249649929986
247	 0.11922384476895379	 0.1248249649929986
248	 0.11922384476895379	 0.1248249649929986
249	 0.11922384476895379	 0.1248249649929986
250	 0.11922384476895379	 0.1248249649929986
251	 0.11922384476895379	 0.1248249649929986
252	 0.11922384476895379	 0.1248249649929986
253	 0.11922384476895379	 0.1248249649929986
254	 0.11922384476895379	 0.1248249649929986
255	 0.11922384476895379	 0.1248249649929986
256	 0.11922384476895379	 0.1248249649929986
257	 0.11922384476895379	 0.1248249649929986
258	 0.11922384476895379	 0.1248249649929986
259	 0.11922384476895379	 0.1248249649929986
260	 0.11922384476895379	 0.1248249649929986
261	 0.11922384476895379	 0.1248249649929986
262	 0.11922384476895379	 0.1248249649929986
263	 0.11922384476895379	 0.1248249649929986
264	 0.11922384476895379	 0.1248249649929986
265	 0.11922384476895379	 0.1248249649929986
266	 0.11922384476895379	 0.1248249649929986
267	 0.11922384476895379	 0.1248249649929986
268	 0.11922384476895379	 0.1248249649929986
269	 0.11922384476895379	 0.1248249649929986
270	 0.11922384476895379	 0.1248249649929986
271	 0.11922384476895379	 0.1248249649929986
272	 0.11922384476895379	 0.1248249649929986
273	 0.11922384476895379	 0.1248249649929986
274	 0.11922384476895379	 0.1248249649929986
275	 0.11922384476895379	 0.1248249649929986
276	 0.11922384476895379	 0.1248249649929986
277	 0.11922384476895379	 0.1248249649929986
278	 0.11922384476895379	 0.1248249649929986
279	 0.11922384476895379	 0.1248249649929986
280	 0.11922384476895379	 0.1248249649929986
281	 0.11922384476895379	 0.1248249649929986
282	 0.11922384476895379	 0.1248249649929986
283	 0.11922384476895379	 0.1248249649929986
284	 0.11922384476895379	 0.1248249649929986
285	 0.11922384476895379	 0.1248249649929986
286	 0.11922384476895379	 0.1248249649929986
287	 0.11922384476895379	 0.1248249649929986
288	 0.11922384476895379	 0.1248249649929986
289	 0.11922384476895379	 0.1248249649929986
290	 0.11922384476895379	 0.1248249649929986
291	 0.11922384476895379	 0.1248249649929986
292	 0.11922384476895379	 0.1248249649929986
293	 0.11922384476895379	 0.1248249649929986
294	 0.11922384476895379	 0.1248249649929986
295	 0.11922384476895379	 0.1248249649929986
296	 0.11922384476895379	 0.1248249649929986
297	 0.11922384476895379	 0.1248249649929986
298	 0.11922384476895379	 0.1248249649929986
299	 0.11922384476895379	 0.1248249649929986
300	 0.11922384476895379	 0.1248249649929986
301	 0.11922384476895379	 0.1248249649929986
302	 0.11922384476895379	 0.1248249649929986
303	 0.11922384476895379	 0.1248249649929986
304	 0.11922384476895379	 0.1248249649929986
305	 0.11922384476895379	 0.1248249649929986
306	 0.11922384476895379	 0.1248249649929986
307	 0.11922384476895379	 0.1248249649929986
308	 0.11922384476895379	 0.1248249649929986
309	 0.11922384476895379	 0.1248249649929986
310	 0.11922384476895379	 0.1248249649929986
311	 0.11922384476895379	 0.1248249649929986
312	 0.11922384476895379	 0.1248249649929986
313	 0.11922384476895379	 0.1248249649929986
314	 0.11922384476895379	 0.1248249649929986
315	 0.11922384476895379	 0.1248249649929986
316	 0.11922384476895379	 0.1248249649929986
317	 0.11922384476895379	 0.1248249649929986
318	 0.11922384476895379	 0.1248249649929986
319	 0.11922384476895379	 0.1248249649929986
320	 0.11922384476895379	 0.1248249649929986
321	 0.11922384476895379	 0.1248249649929986
322	 0.11922384476895379	 0.1248249649929986
323	 0.11922384476895379	 0.1248249649929986
324	 0.11922384476895379	 0.1248249649929986
325	 0.11922384476895379	 0.1248249649929986
326	 0.11922384476895379	 0.1248249649929986
327	 0.11922384476895379	 0.1248249649929986
328	 0.11922384476895379	 0.1248249649929986
329	 0.11922384476895379	 0.1248249649929986
330	 0.11922384476895379	 0.1248249649929986
331	 0.11922384476895379	 0.1248249649929986
332	 0.11922384476895379	 0.1248249649929986
333	 0.11922384476895379	 0.1248249649929986
334	 0.11922384476895379	 0.1248249649929986
335	 0.11922384476895379	 0.1248249649929986
336	 0.11922384476895379	 0.1248249649929986
337	 0.11922384476895379	 0.1248249649929986
338	 0.11922384476895379	 0.1248249649929986
339	 0.11922384476895379	 0.1248249649929986
340	 0.11922384476895379	 0.1248249649929986
