iteration	 cost	 weight_diff
0	 22.325149676824875	 0.2626811154181071
1	 18.28129031570125	 0.13329844013330347
2	 16.94651527015894	 0.08769779831128814
3	 16.294824570375997	 0.06461911052914308
4	 15.92897821972901	 0.049228951684838484
5	 15.714785350160364	 0.03791295028087252
6	 15.587348190864066	 0.029352716263456372
7	 15.510818556738826	 0.022814772651069903
8	 15.464505707259356	 0.01780322146412257
9	 15.436248720381016	 0.01395982926325176
10	 15.418828764764472	 0.011019128826406523
11	 15.407933220787532	 0.008781666169232972
12	 15.400974363894152	 0.0070958054586949875
13	 15.39639469813316	 0.00584437300813191
14	 15.393254773447913	 0.004934429197823561
15	 15.39098706899673	 0.004289691512410172
16	 15.389248377448668	 0.0038458653939191997
17	 15.3878309871128	 0.00354887547972661
18	 15.386609121637344	 0.0033548794230637744
19	 15.38550658995466	 0.003230339191356681
20	 15.384477225155539	 0.0031511281185251996
21	 15.383493047096076	 0.0031007814252711615
22	 15.382537095018822	 0.003068502276479726
23	 15.38159908609883	 0.0030474048317113292
24	 15.380672784993227	 0.003033177706088084
25	 15.379754409762924	 0.003023153120955377
26	 15.378841665713544	 0.0030156925059911296
27	 15.377933159756951	 0.0030097940473921845
28	 15.377028045401733	 0.0030048469660471228
29	 15.376125807538884	 0.0030004795273989625
30	 15.375226131969887	 0.002996465722114202
31	 15.374328826307364	 0.0029926682268791465
32	 15.373433772019789	 0.002989003635720639
33	 15.372540895357456	 0.0029854213016336398
34	 15.371650149725568	 0.0029818904736782837
35	 15.370761504997304	 0.0029783924819535156
36	 15.369874941034526	 0.002974915991232947
37	 15.368990443759438	 0.0029714541189633627
38	 15.368108002772898	 0.002968002685546007
39	 15.367227609910383	 0.0029645591521360246
40	 15.366349258366537	 0.002961121975844864
41	 15.365472942164313	 0.002957690218335205
42	 15.36459865583317	 0.00295426330823375
43	 15.363726394213915	 0.0029508408969154314
44	 15.362856152340393	 0.0029474227709642494
45	 15.361987925367748	 0.0029440087990375546
46	 15.361121708528898	 0.002940598899612784
47	 15.360257497108163	 0.002937193021409833
48	 15.359395286425256	 0.002933791131507788
49	 15.358535071825541	 0.002930393208131598
50	 15.357676848674169	 0.002926999236273794
51	 15.356820612352468	 0.002923609205036907
52	 15.355966358255769	 0.002920223106020189
53	 15.355114081792063	 0.0029168409323405415
54	 15.35426377838119	 0.0029134626780380327
55	 15.353415443454322	 0.00291008833771527
56	 15.352569072453672	 0.0029067179063182523
57	 15.351724660832252	 0.0029033513790036125
58	 15.350882204053788	 0.0028999887510577664
59	 15.350041697592594	 0.002896630017848038
60	 15.349203136933522	 0.002893275174792894
61	 15.348366517571916	 0.002889924217343867
62	 15.347531835013573	 0.0028865771409746764
63	 15.346699084774698	 0.0028832339411744437
64	 15.345868262381899	 0.0028798946134438205
65	 15.345039363372132	 0.0028765591532923765
66	 15.34421238329269	 0.0028732275562371704
67	 15.343387317701186	 0.0028698998178019
68	 15.342564162165509	 0.0028665759335162414
69	 15.341742912263815	 0.0028632558989155617
70	 15.340923563584486	 0.002859939709540742
71	 15.340106111726131	 0.0028566273609379558
72	 15.33929055229754	 0.002853318848658737
73	 15.338476880917671	 0.002850014168259756
74	 15.337665093215628	 0.002846713315302919
75	 15.33685518483063	 0.002843416285355313
76	 15.336047151411991	 0.0028401230739891156
77	 15.335240988619093	 0.0028368336767817027
78	 15.334436692121377	 0.002833548089315527
79	 15.333634257598309	 0.0028302663071781836
80	 15.332833680739343	 0.002826988325962437
81	 15.332034957243925	 0.0028237141412660255
82	 15.331238082821454	 0.002820443748691911
83	 15.330443053191264	 0.002817177143848086
84	 15.329649864082587	 0.0028139143223476454
85	 15.328858511234559	 0.002810655279808773
86	 15.328068990396172	 0.0028074000118547236
87	 15.327281297326257	 0.0028041485141138004
88	 15.326495427793462	 0.0028009007822193876
89	 15.325711377576242	 0.0027976568118099404
90	 15.324929142462814	 0.0027944165985289535
91	 15.32414871825115	 0.0027911801380249594
92	 15.323370100748944	 0.0027879474259515165
93	 15.322593285773605	 0.0027847184579672434
94	 15.321818269152221	 0.0027814932297358075
95	 15.321045046721537	 0.00277827173692585
96	 15.320273614327936	 0.002775053975211053
97	 15.319503967827425	 0.002771839940270096
98	 15.3187361030856	 0.0027686296277866923
99	 15.317970015977616	 0.0027654230334494987
100	 15.317205702388199	 0.0027622201529522573
101	 15.316443158211584	 0.002759020981993618
102	 15.31568237935152	 0.002755825516277208
103	 15.314923361721243	 0.0027526337515116762
104	 15.314166101243444	 0.002749445683410651
105	 15.313410593850241	 0.0027462613076926798
106	 15.312656835483198	 0.002743080620081287
107	 15.311904822093245	 0.0027399036163049473
108	 15.311154549640705	 0.002736730292097082
109	 15.310406014095244	 0.0027335606431960814
110	 15.309659211435864	 0.0027303946653452166
111	 15.30891413765087	 0.002727232354292758
112	 15.30817078873786	 0.0027240737057918213
113	 15.307429160703691	 0.002720918715600516
114	 15.306689249564474	 0.0027177673794818095
115	 15.305951051345533	 0.002714619693203621
116	 15.30521456208139	 0.0027114756525387063
117	 15.304479777815768	 0.002708335253264807
118	 15.30374669460153	 0.00270519849116448
119	 15.303015308500683	 0.0027020653620252024
120	 15.302285615584346	 0.00269893586163931
121	 15.301557611932742	 0.0026958099858040356
122	 15.300831293635161	 0.00269268773032145
123	 15.30010665678995	 0.002689569090998529
124	 15.299383697504489	 0.002686454063647064
125	 15.298662411895169	 0.002683342644083723
126	 15.297942796087364	 0.0026802348281299818
127	 15.297224846215437	 0.0026771306116122095
128	 15.296508558422676	 0.002674029990361564
129	 15.295793928861313	 0.0026709329602140597
130	 15.295080953692487	 0.0026678395170105186
131	 15.294369629086221	 0.0026647496565965767
132	 15.293659951221402	 0.002661663374822732
133	 15.29295191628577	 0.002658580667544173
134	 15.292245520475882	 0.0026555015306210256
135	 15.291540759997103	 0.002652425959918087
136	 15.290837631063587	 0.002649353951305063
137	 15.290136129898253	 0.0026462855006563505
138	 15.289436252732752	 0.002643220603851169
139	 15.288737995807473	 0.0026401592567734944
140	 15.288041355371504	 0.0026371014553120725
141	 15.28734632768261	 0.00263404719536038
142	 15.286652909007227	 0.002630996472816757
143	 15.285961095620436	 0.0026279492835841432
144	 15.285270883805937	 0.00262490562357033
145	 15.28458226985603	 0.0026218654886878364
146	 15.283895250071604	 0.0026188288748538666
147	 15.283209820762108	 0.0026157957779904054
148	 15.28252597824554	 0.0026127661940241343
149	 15.281843718848416	 0.0026097401188864317
150	 15.281163038905762	 0.002606717548513449
151	 15.280483934761083	 0.0026036984788459934
152	 15.279806402766352	 0.0026006829058295845
153	 15.279130439281987	 0.0025976708254144484
154	 15.27845604067683	 0.002594662233555502
155	 15.277783203328134	 0.002591657126212318
156	 15.277111923621533	 0.0025886554993491827
157	 15.276442197951026	 0.0025856573489350648
158	 15.275774022718977	 0.002582662670943563
159	 15.27510739433606	 0.0025796714613529627
160	 15.274442309221255	 0.002576683716146172
161	 15.273778763801857	 0.002573699431310848
162	 15.273116754513408	 0.0025707186028391693
163	 15.272456277799723	 0.0025677412267280366
164	 15.271797330112822	 0.002564767298978975
165	 15.271139907912964	 0.0025617968155981093
166	 15.270484007668587	 0.0025588297725962486
167	 15.269829625856314	 0.0025558661659887618
168	 15.269176758960924	 0.002552905991795676
169	 15.268525403475326	 0.0025499492460415584
170	 15.267875555900556	 0.0025469959247556985
171	 15.267227212745748	 0.0025440460239718804
172	 15.266580370528116	 0.0025410995397285117
173	 15.265935025772938	 0.0025381564680686036
174	 15.265291175013536	 0.0025352168050397717
175	 15.264648814791254	 0.00253228054669413
176	 15.26400794165545	 0.002529347689088452
177	 15.263368552163469	 0.0025264182282840283
178	 15.262730642880616	 0.0025234921603467064
179	 15.262094210380157	 0.0025205694813469444
180	 15.261459251243297	 0.0025176501873597017
181	 15.260825762059136	 0.0025147342744644583
182	 15.26019373942469	 0.002511821738745314
183	 15.259563179944845	 0.0025089125762908678
184	 15.258934080232336	 0.002506006783194216
185	 15.25830643690776	 0.0025031043555530457
186	 15.257680246599529	 0.0025002052894694455
187	 15.257055505943859	 0.0024973095810501933
188	 15.256432211584745	 0.0024944172264064475
189	 15.255810360173967	 0.0024915282216539
190	 15.25518994837105	 0.002488642562912732
191	 15.254570972843238	 0.002485760246307647
192	 15.253953430265527	 0.0024828812679678247
193	 15.253337317320566	 0.0024800056240269178
194	 15.252722630698715	 0.002477133310623087
195	 15.252109367097985	 0.002474264323898919
196	 15.25149752322403	 0.0024713986600014945
197	 15.250887095790132	 0.0024685363150823442
198	 15.25027808151719	 0.0024656772852975086
